year,entity,entity2,county
1789,Fellow Citizens: 1,Fellow Citizens, 1
1789,Senate: 1,Senate, 1
1789,the House of Representatives: 2,the House of Representatives, 2
1789,Country: 2,Country, 2
1789,Act: 1,Act, 1
1789,Universe: 1,Universe, 1
1789,the Councils of Nations: 1,the Councils of Nations, 1
1789,the United States: 3,the United States, 3
1789,the Great Author of every: 1,the Great Author of every, 1
1789,their United Government: 1,their United Government, 1
1789,Governments: 1,Governments, 1
1789,the Executive Department: 2,the Executive Department, 2
1789,the Great Constitutional Charter: 1,the Great Constitutional Charter, 1
1789,National: 1,National, 1
1789,Citizens: 1,Citizens, 1
1789,Republican: 1,Republican, 1
1789,American: 2,American, 2
1789,Constitution: 1,Constitution, 1
1789,System: 1,System, 1
1789,United: 1,United, 1
1789,Houses of Congress: 1,Houses of Congress, 1
1789,Ruler of Nations: 1,Ruler of Nations, 1
1789,Sovereigns: 1,Sovereigns, 1
1789,Nations: 1,Nations, 1
1789,Us: 1,Us, 1
1789,Mankind: 1,Mankind, 1
1790,Fellow Citizens: 1,Fellow Citizens, 1
1790,Senate: 3,Senate, 3
1790,House of Representatives: 3,House of Representatives, 3
1790,North Carolina: 1,North Carolina, 1
1790,the Constitution    : 1,the Constitution    , 1
1790,the United States: 22,the United States, 22
1790,Country: 3,Country, 3
1790,the Government of the Union: 1,the Government of the Union, 1
1790,a Gracious Providence: 1,a Gracious Providence, 1
1790,War: 1,War, 1
1790,Troops: 1,Troops, 1
1790,Officers: 1,Officers, 1
1790,Indians: 7,Indians, 7
1790,Southern    : 1,Southern    , 1
1790,the Commonwealth of Virginia: 1,the Commonwealth of Virginia, 1
1790,Citizens: 4,Citizens, 4
1790,Weights: 1,Weights, 1
1790,"Agriculture, Commerce: 1","Agriculture, Commerce", 1
1790,the Post-Office and: 1,the Post-Office and, 1
1790,Post-Roads: 1,Post-Roads, 1
1790,Science    and Literature: 1,Science    and Literature, 1
1790,Community: 1,Community, 1
1790,Constitution: 1,Constitution, 1
1790,Society: 1,Society, 1
1790,Liberty: 1,Liberty, 1
1790,the Laws: 1,the Laws, 1
1790,Legislature: 1,Legislature, 1
1790,Fellow: 1,Fellow, 1
1790,American Stock: 1,American Stock, 1
1790,Session: 2,Session, 2
1790,Holland: 1,Holland, 1
1790,Europe: 2,Europe, 2
1790,Treasury: 1,Treasury, 1
1790,the District of Kentucky: 1,the District of Kentucky, 1
1790,Virginia: 1,Virginia, 1
1790,State: 1,State, 1
1790,Congress: 3,Congress, 3
1790,Kentucky: 1,Kentucky, 1
1790,Ohio: 2,Ohio, 2
1790,Militia: 2,Militia, 2
1790,Commerce: 1,Commerce, 1
1790,Navigation: 1,Navigation, 1
1790,Mediterranean: 1,Mediterranean, 1
1790,Justice: 1,Justice, 1
1790,Seamen: 1,Seamen, 1
1790,Consuls: 2,Consuls, 2
1790,Jurisdiction: 1,Jurisdiction, 1
1790,The Consular Convention: 1,The Consular Convention, 1
1790,Christian Majesty: 1,Christian Majesty, 1
1790,Standards: 1,Standards, 1
1790,the Post Office: 1,the Post Office, 1
1790,the House of Representatives: 1,the House of Representatives, 1
1790,Revenues: 1,Revenues, 1
1790,Western Lands: 1,Western Lands, 1
1790,Speech: 2,Speech, 2
1790,the Seneka Nation: 1,the Seneka Nation, 1
1790,Cornplanter: 3,Cornplanter, 3
1790,Seneca Chiefs: 1,Seneca Chiefs, 1
1790,Philadelphia: 2,Philadelphia, 2
1790,States: 1,States, 1
1790,Indian: 2,Indian, 2
1790,the Indian Nations: 1,the Indian Nations, 1
1790,the Treaty of Fort Stanwix: 2,the Treaty of Fort Stanwix, 2
1790,John Livingston: 2,John Livingston, 2
1790,Oliver Phelps: 2,Oliver Phelps, 2
1790,Street: 1,Street, 1
1790,Niagara: 1,Niagara, 1
1790,New York: 1,New York, 1
1790,Courts: 1,Courts, 1
1790,Tioga: 2,Tioga, 2
1790,Speech &quot;That: 1,Speech &quot;That, 1
1790,Spirit: 1,Spirit, 1
1790,The United States: 3,The United States, 3
1790,Pennsylvania: 1,Pennsylvania, 1
1790,Senekas: 4,Senekas, 4
1790,Miamee: 1,Miamee, 1
1790,the Miamee Indians: 1,the Miamee Indians, 1
1790,United States: 2,United States, 2
1790,Nation: 1,Nation, 1
1791,Country: 2,Country, 2
1791,Providential: 1,Providential, 1
1791,Agriculture: 1,Agriculture, 1
1791,Commerce: 1,Commerce, 1
1791,Navigation: 1,Navigation, 1
1791,the Constitution and Laws of the United States: 1,the Constitution and Laws of the United States, 1
1791,the Bank of the United States: 1,the Bank of the United States, 1
1791,Government: 2,Government, 2
1791,Resolutions: 1,Resolutions, 1
1791,Indians: 4,Indians, 4
1791,the United States: 14,the United States, 14
1791,the Militia of Kentucke: 1,the Militia of Kentucke, 1
1791,Tribes: 1,Tribes, 1
1791,Peace: 1,Peace, 1
1791,Religion and Philanthropy: 1,Religion and Philanthropy, 1
1791,Men: 1,Men, 1
1791,Surveys: 1,Surveys, 1
1791,Officers: 2,Officers, 2
1791,Citizens: 1,Citizens, 1
1791,Community: 1,Community, 1
1791,the Government of the United States: 1,the Government of the United States, 1
1791,the River Potomack: 1,the River Potomack, 1
1791,Alexandria: 1,Alexandria, 1
1791,George   Town: 1,George   Town, 1
1791,Congress: 1,Congress, 1
1791,the Census of the Inhabitants: 1,the Census of the Inhabitants, 1
1791,Florins: 2,Florins, 2
1791,Holland: 1,Holland, 1
1791,Senate: 2,Senate, 2
1791,Cherokees: 1,Cherokees, 1
1791,Six Nations: 1,Six Nations, 1
1791,the House of Representatives: 2,the House of Representatives, 2
1791,States: 1,States, 1
1791,Treasury: 1,Treasury, 1
1791,the Post-Office and Post: 1,the Post-Office and Post, 1
1791,Mint: 2,Mint, 2
1791,Weights: 1,Weights, 1
1791,Measures: 1,Measures, 1
1791,Magazines and Arsenals: 1,Magazines and Arsenals, 1
1791,the Post-Office and: 1,the Post-Office and, 1
1791,Post-Roads: 1,Post-Roads, 1
1791,Western: 1,Western, 1
1791,Utility: 1,Utility, 1
1791,Resolution: 1,Resolution, 1
1791,Apparatus: 1,Apparatus, 1
1791,Constitution: 1,Constitution, 1
1792,the House of Representatives: 4,the House of Representatives, 4
1792,Houses: 1,Houses, 1
1792,Representatives: 3,Representatives, 3
1792,States: 3,States, 3
1792,House: 1,House, 1
1792,Constitution: 4,Constitution, 4
1792,Numbers: 1,Numbers, 1
1792,Fellow-Citizens: 1,Fellow-Citizens, 1
1792,Senate: 2,Senate, 2
1792,Indian: 3,Indian, 3
1792,North Western: 1,North Western, 1
1792,Massacre: 1,Massacre, 1
1792,North: 1,North, 1
1792,Ohio: 1,Ohio, 1
1792,Cherokees: 1,Cherokees, 1
1792,Chickamagas: 2,Chickamagas, 2
1792,the Tennesee River: 1,the Tennesee River, 1
1792,Holstin: 1,Holstin, 1
1792,Cherokee: 2,Cherokee, 2
1792,the Citizens of the United States: 1,the Citizens of the United States, 1
1792,Hitherto: 1,Hitherto, 1
1792,Treaty: 1,Treaty, 1
1792,the United States: 4,the United States, 4
1792,Citizens: 3,Citizens, 3
1792,Congress: 4,Congress, 4
1792,Session: 3,Session, 3
1792,Indians: 2,Indians, 2
1792,the United   States: 1,the United   States, 1
1792,Measures: 1,Measures, 1
1792,Constitutional: 1,Constitutional, 1
1792,Legislature: 2,Legislature, 2
1792,the Judiciary System: 1,the Judiciary System, 1
1792,Supreme Court: 1,Supreme Court, 1
1792,the Courts of the United States: 1,the Courts of the United States, 1
1792,Authority: 1,Authority, 1
1792,the Post-Office: 1,the Post-Office, 1
1792,Newspapers: 1,Newspapers, 1
1792,Law: 2,Law, 2
1792,Virginia: 1,Virginia, 1
1792,Newspapers.&quot: 1,Newspapers.&quot, 1
1792,the Washington Papers: 1,the Washington Papers, 1
1792,Kentucky: 1,Kentucky, 1
1792,Order: 1,Order, 1
1792,Acts: 1,Acts, 1
1792,Florins: 1,Florins, 1
1792,Antwerp: 1,Antwerp, 1
1792,Amsterdam: 1,Amsterdam, 1
1792,Credit: 1,Credit, 1
1792,Officers: 1,Officers, 1
1792,Government: 1,Government, 1
1792,the Bank of the United States: 1,the Bank of the United States, 1
1792,Appropriations: 1,Appropriations, 1
1792,Divine Providence: 1,Divine Providence, 1
1792,the State of: 1,the State of, 1
1792,Georgia: 1,Georgia, 1
1793,Fellow-Citizens: 1,Fellow-Citizens, 1
1793,United America: 1,United America, 1
1793,Constitution: 1,Constitution, 1
1793,Oath of Office: 1,Oath of Office, 1
1793,Constitutional: 1,Constitutional, 1
1793,Ceremony: 1,Ceremony, 1
1793,Austria: 1,Austria, 1
1793,Prussia: 1,Prussia, 1
1793,Sardinia: 1,Sardinia, 1
1793,Great Britain: 1,Great Britain, 1
1793,the United Netherlands: 1,the United Netherlands, 1
1793,France: 2,France, 2
1793,the United States: 18,the United States, 18
1793,the United   : 1,the United   , 1
1793,Fellow Citizens: 1,Fellow Citizens, 1
1793,Senate: 2,Senate, 2
1793,the House of Representatives: 3,the House of Representatives, 3
1793,Europe: 2,Europe, 2
1793,theUnited States: 1,theUnited States, 1
1793,UnitedStates: 2,UnitedStates, 2
1793,Congress: 6,Congress, 6
1793,the United Statesto: 1,the United Statesto, 1
1793,Executiveis: 1,Executiveis, 1
1793,The United Statesought: 1,The United Statesought, 1
1793,republican: 1,republican, 1
1793,States: 2,States, 2
1793,Executive: 1,Executive, 1
1793,Indians: 1,Indians, 1
1793,Ohio: 1,Ohio, 1
1793,Creeks: 1,Creeks, 1
1793,Cherokees: 1,Cherokees, 1
1793,Indian: 1,Indian, 1
1793,theUnited: 1,theUnited, 1
1793,theTreasury: 1,theTreasury, 1
1793,Holland: 1,Holland, 1
1793,the Bank of theUnited States: 1,the Bank of theUnited States, 1
1793,the Government of theUnited States: 1,the Government of theUnited States, 1
1793,throughoutthe United States: 1,throughoutthe United States, 1
1793,ourcommon: 1,ourcommon, 1
1793,Governmentmay: 1,Governmentmay, 1
1794,the United States: 27,the United States, 27
1794,Pennsylvania: 15,Pennsylvania, 15
1794,Legislature: 2,Legislature, 2
1794,John Neville: 1,John Neville, 1
1794,David Lenox: 1,David Lenox, 1
1794,andWhereas: 1,andWhereas, 1
1794,State: 3,State, 3
1794,States: 2,States, 2
1794,James Wilson: 1,James Wilson, 1
1794,Washington: 2,Washington, 2
1794,Allegany: 1,Allegany, 1
1794,George Washington: 2,George Washington, 2
1794,the United States of America: 1,the United States of America, 1
1794,Philadelphia: 1,Philadelphia, 1
1794,the Independence of the United States of America: 1,the Independence of the United States of America, 1
1794,EDM: 1,EDM, 1
1794,Constitution: 3,Constitution, 3
1794,Western: 1,Western, 1
1794,American: 3,American, 3
1794,New Jersey: 1,New Jersey, 1
1794,Maryland: 2,Maryland, 2
1794,Virginia: 3,Virginia, 3
1794,Divine: 1,Divine, 1
1794,premises: 1,premises, 1
1794,Fellow Citizens of the Senate: 1,Fellow Citizens of the Senate, 1
1794,the House of Representatives: 3,the House of Representatives, 3
1794,Congress: 7,Congress, 7
1794,Allegeny: 2,Allegeny, 2
1794,the Supreme Court: 1,the Supreme Court, 1
1794,My Proclamation of the 7th of August: 1,My Proclamation of the 7th of August, 1
1794,Commissioners: 1,Commissioners, 1
1794,Executive: 1,Executive, 1
1794,Pardon: 1,Pardon, 1
1794,Quotas: 1,Quotas, 1
1794,New-Jersey: 1,New-Jersey, 1
1794,the United   States: 1,the United   States, 1
1794,Republican Government: 1,Republican Government, 1
1794,Gentlemen: 1,Gentlemen, 1
1794,Wayne: 1,Wayne, 1
1794,Indians: 2,Indians, 2
1794,Ohio: 1,Ohio, 1
1794,Towards: 1,Towards, 1
1794,Indian: 1,Indian, 1
1794,Creeks: 1,Creeks, 1
1794,the General Government: 1,the General Government, 1
1794,Georgia: 1,Georgia, 1
1794,the Six Nations: 1,the Six Nations, 1
1794,Lake Erie: 1,Lake Erie, 1
1794,Senate: 1,Senate, 1
1794,the Supreme Ruler: 1,the Supreme Ruler, 1
1794,these United States: 1,these United States, 1
1795,the United   States: 2,the United   States, 2
1795,Pennsylvania: 3,Pennsylvania, 3
1795,the United States: 8,the United States, 8
1795,George Washington: 1,George Washington, 1
1795,United   States: 1,United   States, 1
1795,United States: 1,United States, 1
1795,premises: 1,premises, 1
1795,Indians: 8,Indians, 8
1795,Ohio: 1,Ohio, 1
1795,Senate: 3,Senate, 3
1795,Creek: 1,Creek, 1
1795,Cherokee Indians: 1,Cherokee Indians, 1
1795,Southern: 1,Southern, 1
1795,Georgia: 1,Georgia, 1
1795,Creeks: 1,Creeks, 1
1795,Morocco: 1,Morocco, 1
1795,Algiers: 1,Algiers, 1
1795,the Court of Madrid: 1,the Court of Madrid, 1
1795,the House of Representatives: 3,the House of Representatives, 3
1795,Great Britain: 1,Great Britain, 1
1795,Britannic Majesty: 1,Britannic Majesty, 1
1795,Congress: 5,Congress, 5
1795,Indian: 1,Indian, 1
1795,Europe: 2,Europe, 2
1795,American: 1,American, 1
1795,Union: 1,Union, 1
1795,Constitution: 1,Constitution, 1
1795,the Department of War: 1,the Department of War, 1
1795,Army: 1,Army, 1
1795,Treasury: 1,Treasury, 1
1795,the proper Department: 1,the proper Department, 1
1795,Mint: 1,Mint, 1
1795,Temperate: 1,Temperate, 1
1796,the House of Representatives: 6,the House of Representatives, 6
1796,House: 4,House, 4
1796,the United     States: 1,the United     States, 1
1796,Treaty: 6,Treaty, 6
1796,Great Britain: 7,Great Britain, 7
1796,Constitution: 9,Constitution, 9
1796,Congress: 3,Congress, 3
1796,Government: 4,Government, 4
1796,the United States: 27,the United States, 27
1796,Senate: 9,Senate, 9
1796,Papers: 2,Papers, 2
1796,the Constitution of   the United States: 1,the Constitution of   the United States, 1
1796,the General Convention: 3,the General Convention, 3
1796,the Law of the land: 1,the Law of the land, 1
1796,Representatives: 1,Representatives, 1
1796,the State Conventions: 1,the State Conventions, 1
1796,the Constitution of the United States: 1,the Constitution of the United States, 1
1796,States: 2,States, 2
1796,State: 5,State, 5
1796,Law&quot: 1,Law&quot, 1
1796,America: 1,America, 1
1796,Indian: 6,Indian, 6
1796,Cherokees: 4,Cherokees, 4
1796,Dinsmoor: 4,Dinsmoor, 4
1796,Indians: 3,Indians, 3
1796,Benjamin Hawkins: 1,Benjamin Hawkins, 1
1796,Southern: 2,Southern, 2
1796,Interpreters: 1,Interpreters, 1
1796,Philadelphia: 1,Philadelphia, 1
1796,Holston: 1,Holston, 1
1796,the Executive Government: 1,the Executive Government, 1
1796,Situation: 1,Situation, 1
1796,Interwoven: 1,Interwoven, 1
1796,Citizens: 6,Citizens, 6
1796,American: 1,American, 1
1796,North: 3,North, 3
1796,South: 2,South, 2
1796,East: 2,East, 2
1796,West: 3,West, 3
1796,Atlantic: 2,Atlantic, 2
1796,republican: 2,republican, 2
1796,Executive: 1,Executive, 1
1796,Spain: 4,Spain, 4
1796,the General Government: 1,the General Government, 1
1796,the Atlantic States: 1,the Atlantic States, 1
1796,Mississippi: 1,Mississippi, 1
1796,Observe: 1,Observe, 1
1796,Providence: 1,Providence, 1
1796,Europe: 4,Europe, 4
1796,us: 1,us, 1
1796,European: 1,European, 1
1796,Houses of Congress: 1,Houses of Congress, 1
1796,Fellow Citizens of the: 1,Fellow Citizens of the, 1
1796,House of Representatives: 1,House of Representatives, 1
1796,Universe: 1,Universe, 1
1796,Session: 2,Session, 2
1796,Measures: 1,Measures, 1
1796,Settlements: 1,Settlements, 1
1796,Tribes: 1,Tribes, 1
1796,the Creek Nation at Colerain: 1,the Creek Nation at Colerain, 1
1796,Georgia: 1,Georgia, 1
1796,Creeks: 1,Creeks, 1
1796,Trading Houses and Military Posts: 1,Trading Houses and Military Posts, 1
1796,"the Treaty of Amity, Commerce: 1","the Treaty of Amity, Commerce", 1
1796,Navigation: 2,Navigation, 2
1796,Britannic Majesty: 2,Britannic Majesty, 2
1796,Posts: 2,Posts, 2
1796,Canada: 1,Canada, 1
1796,Oswego: 1,Oswego, 1
1796,Niagara: 1,Niagara, 1
1796,Detroit: 1,Detroit, 1
1796,Michelimackina: 1,Michelimackina, 1
1796,Fort Miami: 1,Fort Miami, 1
1796,Great   : 1,Great   , 1
1796,Britain: 2,Britain, 2
1796,St. Croix: 1,St. Croix, 1
1796,Egbert Benson Esqr: 1,Egbert Benson Esqr, 1
1796,New York: 1,New York, 1
1796,St. Andrews: 1,St. Andrews, 1
1796,Passamaquoddy Bay: 1,Passamaquoddy Bay, 1
1796,Boston: 1,Boston, 1
1796,Article of the Treaty: 2,Article of the Treaty, 2
1796,Vessels: 2,Vessels, 2
1796,London: 2,London, 2
1796,John Trumbull: 1,John Trumbull, 1
1796,Esqr: 1,Esqr, 1
1796,Board: 1,Board, 1
1796,The Treaty: 1,The Treaty, 1
1796,Catholic Majesty's: 1,Catholic Majesty's, 1
1796,Provinces of East: 1,Provinces of East, 1
1796,West Florida: 1,West Florida, 1
1796,Natchez: 2,Natchez, 2
1796,Aranjuez: 1,Aranjuez, 1
1796,Catholic Majesty: 2,Catholic Majesty, 2
1796,the Spanish Garrisons: 1,the Spanish Garrisons, 1
1796,the Armed Vessels of: 1,the Armed Vessels of, 1
1796,the Act of Congress: 1,the Act of Congress, 1
1796,American Seamen: 1,American Seamen, 1
1796,Great: 1,Great, 1
1796,the West Indies: 2,the West Indies, 2
1796,Agency: 1,Agency, 1
1796,the European War: 1,the European War, 1
1796,Algiers: 2,Algiers, 2
1796,Regencies: 1,Regencies, 1
1796,Tunis: 1,Tunis, 1
1796,Tripoli: 1,Tripoli, 1
1796,Commerce: 2,Commerce, 2
1796,Neutrality: 1,Neutrality, 1
1796,Nations at War: 1,Nations at War, 1
1796,Powers: 1,Powers, 1
1796,mediterranean: 1,mediterranean, 1
1796,Navy: 1,Navy, 1
1796,Seamen: 1,Seamen, 1
1796,Manufacture: 1,Manufacture, 1
1796,War: 1,War, 1
1796,National: 1,National, 1
1796,Articles: 1,Articles, 1
1796,Country: 4,Country, 4
1796,"National   Welfare, Agriculture: 1","National   Welfare, Agriculture", 1
1796,Soil: 1,Soil, 1
1796,Boards: 1,Boards, 1
1796,National University: 1,National University, 1
1796,a Military Academy: 1,a Military Academy, 1
1796,Institutions: 1,Institutions, 1
1796,Assembly: 1,Assembly, 1
1796,the Arts and Sciences: 1,the Arts and Sciences, 1
1796,Professors: 1,Professors, 1
1796,Institution: 2,Institution, 2
1796,National Institution: 1,National Institution, 1
1796,Legislature: 1,Legislature, 1
1796,The Institution of a Military Academy: 1,The Institution of a Military Academy, 1
1796,the Military Art: 1,the Military Art, 1
1796,the Art of War: 1,the Art of War, 1
1796,Academy: 1,Academy, 1
1796,Nations: 1,Nations, 1
1796,Characters for Office: 1,Characters for Office, 1
1796,Men: 1,Men, 1
1796,Cruisers: 1,Cruisers, 1
1796,the French Republic: 1,the French Republic, 1
1796,Republic: 1,Republic, 1
1796,Government and Nation: 1,Government and Nation, 1
1796,Appropriations: 1,Appropriations, 1
1796,the proper Department: 1,the proper Department, 1
1796,United States: 1,United States, 1
1796,Harbours: 1,Harbours, 1
1796,the Administration of the present: 1,the Administration of the present, 1
1796,the Supreme Ruler: 1,the Supreme Ruler, 1
1796,Sovereign Arbiter: 1,Sovereign Arbiter, 1
1797,America: 6,America, 6
1797,Providence: 3,Providence, 3
1797,the Revolutionary war: 1,the Revolutionary war, 1
1797,Confederation: 1,Confederation, 1
1797,Batavian: 1,Batavian, 1
1797,Helvetic: 1,Helvetic, 1
1797,Congress: 10,Congress, 10
1797,States: 5,States, 5
1797,Constitution of Government: 1,Constitution of Government, 1
1797,the United States: 36,the United States, 36
1797,State: 3,State, 3
1797,Executive: 1,Executive, 1
1797,Senate: 4,Senate, 4
1797,Constitution: 6,Constitution, 6
1797,Chamber of Congress: 1,Chamber of Congress, 1
1797,Legislature: 2,Legislature, 2
1797,Government: 3,Government, 3
1797,American: 11,American, 11
1797,Houses of Congress: 2,Houses of Congress, 2
1797,republican: 1,republican, 1
1797,the Constitution of the United States: 2,the Constitution of the United States, 2
1797,Europe: 11,Europe, 11
1797,French: 9,French, 9
1797,Christians: 1,Christians, 1
1797,Christianity: 1,Christianity, 1
1797,Order: 1,Order, 1
1797,the Fountain of Justice: 1,the Fountain of Justice, 1
1797,the House of Representatives: 5,the House of Representatives, 5
1797,the Supreme Dispenser of National Blessings for general health: 1,the Supreme Dispenser of National Blessings for general health, 1
1797,France: 9,France, 9
1797,Paris: 4,Paris, 4
1797,the Executive Directory: 4,the Executive Directory, 4
1797,Amsterdam: 1,Amsterdam, 1
1797,Hitherto: 1,Hitherto, 1
1797,the East Indies: 1,the East Indies, 1
1797,Congress of June 1794: 1,Congress of June 1794, 1
1797,the United States of America: 1,the United States of America, 1
1797,Prussia: 1,Prussia, 1
1797,Sweden: 1,Sweden, 1
1797,fidelity: 1,fidelity, 1
1797,Philadelphia: 3,Philadelphia, 3
1797,the National Legislature: 1,the National Legislature, 1
1797,the French Republic: 2,the French Republic, 2
1797,Holland: 2,Holland, 2
1797,Catholic Majesty: 2,Catholic Majesty, 2
1797,Spanish: 2,Spanish, 2
1797,Indians: 1,Indians, 1
1797,Indian: 3,Indian, 3
1797,Great Britain: 2,Great Britain, 2
1797,St. Croix: 1,St. Croix, 1
1797,Passamaquoddy Bay: 1,Passamaquoddy Bay, 1
1797,Boston: 1,Boston, 1
1797,the State of Rhode Island: 1,the State of Rhode Island, 1
1797,British: 3,British, 3
1797,London: 1,London, 1
1797,the British Government: 1,the British Government, 1
1797,Spain: 3,Spain, 3
1797,The United States: 1,The United States, 1
1798,the United States of America: 2,the United States of America, 2
1798,the United States: 14,the United States, 14
1798,States: 3,States, 3
1798,American: 2,American, 2
1798,earth: 1,earth, 1
1798,the Bestower of Every Good Gift: 1,the Bestower of Every Good Gift, 1
1798,these United States: 1,these United States, 1
1798,Philadelphia: 1,Philadelphia, 1
1798,the Independence of the: 1,the Independence of the, 1
1798,State: 1,State, 1
1798,Senate: 2,Senate, 2
1798,the House of Representatives: 3,the House of Representatives, 3
1798,Divine Providence: 1,Divine Providence, 1
1798,the Legislature of the Union: 1,the Legislature of the Union, 1
1798,Congress: 1,Congress, 1
1798,the Supreme Being: 1,the Supreme Being, 1
1798,Government: 1,Government, 1
1798,France: 10,France, 10
1798,the French Government: 2,the French Government, 2
1798,Directory: 1,Directory, 1
1798,French: 1,French, 1
1798,British: 1,British, 1
1798,Hitherto: 1,Hitherto, 1
1798,Europe: 1,Europe, 1
1798,us: 1,us, 1
1798,The United States: 1,The United States, 1
1798,Navy: 1,Navy, 1
1798,the National Legislature: 1,the National Legislature, 1
1798,Spanish: 2,Spanish, 2
1798,Natchez: 1,Natchez, 1
1798,Walnut Hills: 1,Walnut Hills, 1
1798,Mississippi: 1,Mississippi, 1
1798,Spain: 3,Spain, 3
1798,the Southern Indians: 1,the Southern Indians, 1
1798,Indian: 3,Indian, 3
1798,Britannic Majesty: 1,Britannic Majesty, 1
1798,St. Croix: 2,St. Croix, 2
1798,Scoodiac: 2,Scoodiac, 2
1798,Passamaquoddy Bay: 1,Passamaquoddy Bay, 1
1798,Governments: 1,Governments, 1
1798,the Bay of Fundy: 2,the Bay of Fundy, 2
1798,Great Britain: 1,Great Britain, 1
1798,Catholic Majesty: 1,Catholic Majesty, 1
1798,Legislature: 1,Legislature, 1
1799,the United States of America: 1,the United States of America, 1
1799,American: 2,American, 2
1799,Pennsylvania: 1,Pennsylvania, 1
1799,pacific: 1,pacific, 1
1799,the United States: 12,the United States, 12
1799,the French Republic: 1,the French Republic, 1
1799,French: 1,French, 1
1799,Paris: 1,Paris, 1
1799,Senate: 8,Senate, 8
1799,St. Domingo: 1,St. Domingo, 1
1799,Congress: 3,Congress, 3
1799,British: 2,British, 2
1799,Philadelphia: 4,Philadelphia, 4
1799,Great Britain: 1,Great Britain, 1
1799,Britannic Majesty: 2,Britannic Majesty, 2
1799,London: 2,London, 2
1799,Majesty: 1,Majesty, 1
1799,Washington: 6,Washington, 6
1799,the House of Representatives: 5,the House of Representatives, 5
1799,France: 1,France, 1
1799,Divine Providence: 1,Divine Providence, 1
1799,George Washington: 3,George Washington, 3
1799,MOUNT VERNON: 1,MOUNT VERNON, 1
1799,THE UNITED STATES: 2,THE UNITED STATES, 2
1799,Craik: 1,Craik, 1
1799,Dick: 1,Dick, 1
1799,Alexandria: 1,Alexandria, 1
1799,Brown: 1,Brown, 1
1799,Port Tobacco: 1,Port Tobacco, 1
1799,LIVERMORE: 1,LIVERMORE, 1
1799,UNITED STATES: 2,UNITED STATES, 2
1799,America: 1,America, 1
1799,the General Government: 1,the General Government, 1
1799,Providence: 1,Providence, 1
1799,Trajan: 1,Trajan, 1
1799,Pliny: 1,Pliny, 1
1799,Marcus Aurelius: 1,Marcus Aurelius, 1
1799,The House of Representatives: 2,The House of Representatives, 2
1799,Speaker: 1,Speaker, 1
1799,House: 1,House, 1
1800,the United States: 11,the United States, 11
1800,Northampton: 1,Northampton, 1
1800,Montgomery: 1,Montgomery, 1
1800,Bucks: 1,Bucks, 1
1800,the State of Pennsylvania: 1,the State of Pennsylvania, 1
1800,John Adams: 1,John Adams, 1
1800,the United States of America: 2,the United States of America, 2
1800,premises: 1,premises, 1
1800,Philadelphia: 2,Philadelphia, 2
1800,the Independence of the: 1,the Independence of the, 1
1800,States: 1,States, 1
1800,Senate: 2,Senate, 2
1800,the House of Representatives:Immediately: 1,Congress, 5
1800,Government: 1,Government, 1
1800,the Supreme Ruler: 1,the Supreme Ruler, 1
1800,Universe: 1,Universe, 1
1800,the District of Columbia: 1,the District of Columbia, 1
1800,Constitution: 2,Constitution, 2
1800,the King of Prussia: 1,the King of Prussia, 1
1800,Great Britain: 1,Great Britain, 1
1800,France: 1,France, 1
1800,the First Consul: 1,the First Consul, 1
1800,Europe: 1,Europe, 1
1800,Navy: 1,Navy, 1
1800,the National Legislature: 1,the National Legislature, 1
1800,the House of Representatives: 2,the House of Representatives, 2
1801,FRIENDS: 1,FRIENDS, 1
1801,Constitution: 2,Constitution, 2
1801,Republicans: 1,Republicans, 1
1801,republican: 2,republican, 2
1801,Republican: 1,Republican, 1
1801,Providence: 1,Providence, 1
1801,State: 4,State, 4
1801,antirepublican: 1,antirepublican, 1
1801,the General   Government: 1,the General   Government, 1
1801,republics: 1,republics, 1
1801,Infinite Power: 1,Infinite Power, 1
1801,Samuel Bishop: 2,Samuel Bishop, 2
1801,New Haven: 4,New Haven, 4
1801,David Austin: 1,David Austin, 1
1801,the city &amp: 1,the city &amp, 1
1801,Connecticut: 1,Connecticut, 1
1801,Franklin: 1,Franklin, 1
1801,Goodrich: 3,Goodrich, 3
1801,misconstrued: 1,misconstrued, 1
1801,the U S: 1,the U S, 1
1801,Austin: 1,Austin, 1
1801,justice &amp: 1,justice &amp, 1
1801,SENATE: 1,SENATE, 1
1801,HOUSE OF REPRESENTATIVES:: 1,Indian, 1
1801,Indian: 1,Tripoli, 1
1801,the Barbary States: 1,the Barbary States, 1
1801,Mediterranean: 3,Mediterranean, 3
1801,Gibraltar: 1,Gibraltar, 1
1801,Atlantic: 1,Atlantic, 1
1801,Tripolitan: 1,Tripolitan, 1
1801,Congress: 3,Congress, 3
1801,Barbary: 1,Barbary, 1
1801,navy: 1,navy, 1
1801,Time: 1,Time, 1
1801,treasury: 1,treasury, 1
1801,Union: 1,Union, 1
1801,the United States: 1,the United States, 1
1801,States: 3,States, 3
1801,the judiciary organization: 1,the judiciary organization, 1
1802,the Danbury Baptist Association: 1,the Danbury Baptist Association, 1
1802,American: 3,American, 3
1802,State: 2,State, 2
1802,Irvine: 1,Irvine, 1
1802,Divine: 1,Divine, 1
1802,the United   States: 1,the United   States, 1
1802,United States: 1,United States, 1
1802,the State of New York: 2,the State of New York, 2
1802,fed: 1,fed, 1
1802,the United States: 2,the United States, 2
